DB Version,Assembly Accession,Chromosome/Plasmid Name,Chromosome/Plasmid Xref,PGD Gene ID,Locus Tag,Feature Type,Start,End,Strand,Gene Name,Gene synonyns,Product Name,Product Name Confidence Class,Product Synonyms,RefSeq Accession,Length (nucleotides),Length (amino acids),Molecular Weight (predicted),Isoelectric Point (predicted),Subcellular Localization [Confidence Class]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662310,PA14_70580,CDS,6288060,6289469,+,,,hypothetical protein,,,YP_793820.1 ; WP_003142017.1,1410,470,51.4,5.84,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662312,PA14_70590,CDS,6289541,6289933,-,,,hypothetical protein,,,YP_793821.1 ; WP_003096629.1,393,131,14.7,11.14,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662314,PA14_70600,CDS,6290069,6290341,-,,,HU family DNA-binding protein,,,YP_793822.1 ; WP_003096630.1,273,91,9.7,11.25,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662316,PA14_70620,CDS,6290543,6291697,-,,,rubredoxin reductase,,,YP_793823.1 ; WP_003114369.1,1155,385,40.6,5.46,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662318,PA14_70630,CDS,6291749,6291916,-,rubA2,,rubredoxin 2,,,YP_793824.1 ; WP_003098329.1,168,56,6.2,3.83,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662320,PA14_70640,CDS,6292100,6292267,-,rubA1,,rubredoxin 1,,,YP_793825.1 ; WP_003098330.1,168,56,6.3,3.87,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662322,PA14_70650,CDS,6292401,6292802,-,,,GlcG protein,,,YP_793826.1 ; WP_003098332.1,402,134,13.9,5.78,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662324,PA14_70670,CDS,6292807,6294033,-,glcF,,glycolate oxidase iron-sulfur subunit,,,YP_793827.1 ; WP_003142021.1,1227,409,44.8,8.24,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662326,PA14_70680,CDS,6294043,6295122,-,glcE,,glycolate oxidase FAD binding subunit,,,YP_793828.1 ; WP_003142023.1,1080,360,38.2,7.87,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662328,PA14_70690,CDS,6295122,6296621,-,glcD,,glycolate oxidase subunit GlcD,,,YP_793829.1 ; WP_003136273.1,1500,500,53.7,5.06,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662330,PA14_70710,CDS,6296826,6297581,+,glcC,,DNA-binding transcriptional regulator GlcC,,,YP_793830.1 ; WP_003142026.1,756,252,28.7,9.9,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662332,PA14_70720,CDS,6297661,6298197,+,ubiC,,hypothetical protein,,,YP_793831.1 ; WP_003096645.1,537,179,19.5,4.59,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662334,PA14_70730,CDS,6298224,6299114,+,ubiA,,4-hydroxybenzoate octaprenyltransferase,,,YP_793832.1 ; WP_003142027.1,891,297,33,8.73,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662336,PA14_70740,CDS,6299138,6299593,-,,,hypothetical protein,,,YP_793833.1 ; WP_003121315.1,456,152,16.5,7.95,Periplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662338,PA14_70750,CDS,6299698,6300387,+,phoB,,two-component response regulator PhoB,,,YP_793834.1 ; WP_003096653.1,690,230,25.7,5.05,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662340,PA14_70760,CDS,6300460,6301791,+,phoR,,two-component sensor PhoR,,,YP_793835.1 ; WP_003136283.1,1332,444,50.2,7.58,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662342,PA14_70770,CDS,6301894,6303234,+,,,hypothetical protein,,,YP_793836.1 ; WP_003096655.1,1341,447,50,5.8,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662344,PA14_70780,CDS,6303269,6304168,-,,,hypothetical protein,,,YP_793837.1 ; WP_003142029.1,900,300,32.8,10.49,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662346,PA14_70790,CDS,6304285,6305187,-,,,two-component response regulator,,,YP_793838.1 ; WP_003096657.1,903,301,32.4,9.41,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662348,PA14_70800,CDS,6305306,6306034,-,phoU,,phosphate uptake regulatory protein PhoU,,,YP_793839.1 ; WP_003142030.1,729,243,27.5,4.98,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662350,PA14_70810,CDS,6306130,6306963,-,pstB,,phosphate transporter ATP-binding protein,,,YP_793840.1 ; WP_003096663.1,834,278,31,6.16,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662352,PA14_70830,CDS,6306979,6308655,-,pstA,,phosphate ABC transporter permease,,,YP_793841.1 ; WP_003096667.1,1677,559,61.2,8.53,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662354,PA14_70850,CDS,6308675,6310708,-,pstC,,membrane protein component of ABC phosphate transporter,,,YP_793842.1 ; WP_003123734.1,2034,678,73.9,6.39,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662356,PA14_70860,CDS,6311131,6312102,-,,,hypothetical protein,,,YP_793843.1 ; WP_003096673.1,972,324,34.5,9.54,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662358,PA14_70870,rRNA,6312498,6312629,-,,,5S ribosomal RNA,,,,132,,,,
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662360,PA14_70880,rRNA,6312766,6315656,-,,,23S ribosomal RNA,,,,2891,,,,
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662362,PA14_70890,tRNA,6315886,6315958,-,,,tRNA-Ala,,,,73,,,,
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662364,PA14_70900,tRNA,6315990,6316063,-,,,tRNA-Ile,,,,74,,,,
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662366,PA14_70910,rRNA,6316129,6317654,-,,,16S ribosomal RNA,,,,1526,,,,
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662368,PA14_70920,CDS,6318229,6319545,-,,,major facilitator transporter,,,YP_793844.1 ; WP_003096675.1,1317,439,47,9.31,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662370,PA14_70930,CDS,6319833,6320237,+,,,hypothetical protein,,,YP_793845.1 ; WP_003096677.1,405,135,14.6,4.5,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662372,PA14_70940,CDS,6320283,6321968,-,betA,,choline dehydrogenase,,,YP_793846.1 ; WP_003142051.1,1686,562,61.8,6.92,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662374,PA14_70950,CDS,6322104,6323576,-,betB,,betaine aldehyde dehydrogenase,,,YP_793847.1 ; WP_003142054.1,1473,491,53.3,4.88,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662376,PA14_70970,CDS,6323637,6324230,-,betI,,transcriptional regulator BetI,,,YP_793848.1 ; WP_003096684.1,594,198,21.9,9.01,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662378,PA14_70980,CDS,6324563,6326113,+,betT1,,choline transporter BetT,,,YP_793849.1 ; WP_003142056.1,1551,517,56.2,7,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662380,PA14_71000,CDS,6326330,6327508,-,,,"lycine betaine/L-proline ABC transporter, ATP-binding subunit",,,YP_793850.1 ; WP_003096690.1,1179,393,43.7,7.51,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662382,PA14_71020,CDS,6327512,6328351,-,,,"BC-type proline/glycine betaine transport system, permease component",,,YP_793851.1 ; WP_003096692.1,840,280,30,6.78,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662384,PA14_71030,CDS,6328393,6329331,-,,,hypothetical protein,,,YP_793852.1 ; WP_003104841.1,939,313,34.4,7.29,Periplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662386,PA14_71060,CDS,6329795,6331171,+,sdaB,,L-serine dehydratase,,,YP_793853.1 ; WP_003136285.1,1377,459,49.3,5.62,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662388,PA14_71070,CDS,6331592,6332695,+,,,AraC family transcriptional regulator,,,YP_793854.1 ; WP_003096699.1,1104,368,41,8.01,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662390,PA14_71080,CDS,6332741,6333118,-,,,hypothetical protein,,,YP_793855.1 ; WP_003142058.1,378,126,13.4,4.36,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662392,PA14_71090,CDS,6333258,6334151,-,,,LysR family transcriptional regulator,,,YP_793856.1 ; WP_003142060.1,894,298,32.3,7.93,Unknown (This protein may have multiple localization sites) [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662394,PA14_71100,CDS,6334259,6335326,+,,,hypothetical protein,,,YP_793857.1 ; WP_003142062.1,1068,356,36.9,10.94,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662396,PA14_71110,CDS,6335270,6336265,-,,,lipolytic protein,,,YP_793858.1 ; WP_003115631.1,996,332,34.9,5.04,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662398,PA14_71120,CDS,6336271,6336750,-,,,hypothetical protein,,,YP_793859.1 ; WP_003142064.1,480,160,17.7,6.43,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662400,PA14_71140,CDS,6336801,6337766,-,,,3-hydroxybutyryl-CoA dehydrogenase,,,YP_793860.1 ; WP_003096713.1,966,322,34.7,5.42,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662402,PA14_71150,CDS,6337817,6338701,-,,,hypothetical protein,,,YP_793861.1 ; WP_003142066.1,885,295,31.5,4.95,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662404,PA14_71160,CDS,6338774,6339712,-,,,hypothetical protein,,,YP_793862.1 ; WP_003096718.1,939,313,33.8,8.75,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662406,PA14_71170,CDS,6339923,6340933,+,,,AraC family transcriptional regulator,,,YP_793863.1 ; WP_003096721.1,1011,337,37.1,9.4,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662408,PA14_71180,CDS,6340863,6342017,-,,,acetylornithine deacetylase,,,YP_793864.1 ; WP_003121330.1,1155,385,41.3,5.04,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662410,PA14_71190,CDS,6342074,6342748,-,,,hypothetical protein,,,YP_793865.1 ; WP_003096726.1,675,225,23.4,4.52,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662412,PA14_71200,CDS,6342762,6343184,-,,,YjgF family translation initiation inhibitor,,,YP_793866.1 ; WP_003096732.1,423,141,15.7,5.16,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662414,PA14_71210,CDS,6343184,6344536,-,,,hypothetical protein,,,YP_793867.1 ; WP_003096737.1,1353,451,49.5,6.2,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662416,PA14_71220,CDS,6344830,6346302,-,cls,,cardiolipin synthetase,,,YP_793868.1 ; WP_003121332.1,1473,491,54.6,7.7,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662418,PA14_71230,CDS,6346455,6346925,+,,,hypothetical protein,,,YP_793869.1 ; WP_003106041.1,471,157,18.5,7.77,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662420,PA14_71240,CDS,6347147,6348124,+,,,hypothetical protein,,,YP_793870.1 ; WP_003106042.1,978,326,36.1,5.43,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662422,PA14_71250,CDS,6348251,6348781,+,,,hypothetical protein,,,YP_793871.1 ; WP_003107282.1,531,177,20,5.54,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662424,PA14_71260,CDS,6348797,6350857,+,,,FMN oxidoreductase,,,YP_793872.1 ; WP_003096745.1,2061,687,75.7,5.89,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662426,PA14_71280,CDS,6350959,6352920,+,,,ferredoxin,,,YP_793873.1 ; WP_003096746.1,1962,654,70.6,8.54,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662428,PA14_71300,CDS,6353285,6354271,+,,,electron transfer flavoprotein alpha subunit,,,YP_793874.1 ; WP_003142072.1,987,329,34.8,6.44,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662430,PA14_71310,CDS,6354307,6355080,+,,,hypothetical protein,,,YP_793875.1 ; WP_003105716.1,774,258,27.4,9.74,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662432,PA14_71320,CDS,6355205,6355774,+,,,hypothetical protein,,,YP_793876.1 ; WP_003096751.1,570,190,21,6.5,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662434,PA14_71330,CDS,6355782,6355988,+,,,transcriptional regulator,,,YP_793877.1 ; WP_003096753.1,207,69,7.6,5.02,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662436,PA14_71340,CDS,6356020,6356424,+,,,hypothetical protein,,,YP_793878.1 ; WP_003142074.1,405,135,15,8.64,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662438,PA14_71350,CDS,6356438,6356671,+,,,hypothetical protein,,,YP_793879.1 ; WP_003142075.1,234,78,8.7,7.35,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662440,PA14_71360,CDS,6356668,6357000,+,,,hypothetical protein,,,YP_793880.1 ; WP_003096758.1,333,111,12.4,4.03,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662442,PA14_71370,CDS,6356997,6357287,+,,,hypothetical protein,,,YP_793881.1 ; WP_003105708.1,291,97,10.3,5.13,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662444,PA14_71380,CDS,6357284,6357460,-,,,hypothetical protein,,,YP_793882.1 ; WP_003096763.1,177,59,6.8,8.22,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662446,PA14_71390,CDS,6357465,6358025,-,,,hypothetical protein,,,YP_793883.1 ; WP_003096765.1,561,187,19.9,10.99,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662448,PA14_71400,CDS,6358152,6358262,-,,,hypothetical protein,,,YP_793884.1 ; WP_003105706.1,111,37,4.3,10.44,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662450,PA14_71410,CDS,6358310,6359599,-,,,"ring hydroxylating dioxygenase, alpha-subunit",,,YP_793885.1 ; WP_003142076.1,1290,430,48.7,6.2,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662452,PA14_71420,CDS,6360027,6361127,+,,,ferredoxin,,,YP_793886.1 ; WP_003096769.1,1101,367,40.5,5.68,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662454,PA14_71430,CDS,6361121,6363562,-,,,hypothetical protein,,,YP_793887.1 ; WP_011666790.1,2442,814,90.5,4.84,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662456,PA14_71440,CDS,6364967,6366007,-,ltaA,,low specificity l-threonine aldolase,,,YP_793888.1 ; WP_003096773.1,1041,347,38.2,4.9,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662458,PA14_71450,CDS,6366091,6366732,-,,,hypothetical protein,,,YP_793889.1 ; WP_003096775.1,642,214,22.6,5.83,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662460,PA14_71460,CDS,6366948,6368201,+,glyA1,,serine hydroxymethyltransferase,,,YP_793890.1 ; WP_003117183.1,1254,418,44.7,6.45,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662462,PA14_71470,CDS,6368287,6369537,+,soxB,,sarcosine oxidase beta subunit,,,YP_793891.1 ; WP_003096779.1,1251,417,45.2,8.06,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662464,PA14_71490,CDS,6369631,6369951,+,soxD,,sarcosine oxidase delta subunit,,,YP_793892.1 ; WP_003096781.1,321,107,12.1,5.48,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662466,PA14_71500,CDS,6369948,6372965,+,soxA,,sarcosine oxidase alpha subunit,,,YP_793893.1 ; WP_003142077.1,3018,1006,109.4,7.53,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662468,PA14_71510,CDS,6373059,6373694,+,soxG,,sarcosine oxidase gamma subunit,,,YP_793894.1 ; WP_003096784.1,636,212,23,6.23,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662470,PA14_71530,CDS,6373744,6374601,+,purU2,,formyltetrahydrofolate deformylase,,,YP_793895.1 ; WP_003096786.1,858,286,32.3,6.63,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662472,PA14_71560,CDS,6374808,6376007,+,fdhA,,glutathione-independent formaldehyde dehydrogenase,,,YP_793896.1 ; WP_003096788.1,1200,400,42,6.75,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662474,PA14_71570,CDS,6376091,6377047,+,,,hypothetical protein,,,YP_793897.1 ; WP_003142078.1,957,319,36.1,4.93,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662476,PA14_71580,CDS,6377112,6377660,-,,,hypothetical protein,,,YP_793898.1 ; WP_003142080.1,549,183,19.9,5.28,Unknown (This protein may have multiple localization sites) [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662478,PA14_71590,CDS,6377722,6377967,-,,,hypothetical protein,,,YP_793899.1 ; WP_003096795.1,246,82,8.2,9.7,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662480,PA14_71600,CDS,6378082,6379164,-,purK,,phosphoribosylaminoimidazole carboxylase ATPase subunit,,,YP_793900.1 ; WP_003142082.1,1083,361,38.5,5.23,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662482,PA14_71620,CDS,6379195,6379686,-,purE,,phosphoribosylaminoimidazole carboxylase catalytic subunit,,,YP_793901.1 ; WP_003106314.1,492,164,16.9,6.23,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662484,PA14_71630,CDS,6380034,6381062,+,adhA,,alcohol dehydrogenase,,,YP_793902.1 ; WP_003142085.1,1029,343,35.9,5.78,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662486,PA14_71640,CDS,6381099,6382007,-,,,LysR family transcriptional regulator,,,YP_793903.1 ; WP_003122350.1,909,303,33.5,7.12,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662488,PA14_71650,CDS,6382183,6383607,+,aspA,,aspartate ammonia-lyase,,,YP_793904.1 ; WP_003096822.1,1425,475,51.1,5.63,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662490,PA14_71670,CDS,6383971,6385185,-,,,hypothetical protein,,,YP_793905.1 ; WP_003106317.1,1215,405,42.4,11.1,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662492,PA14_71680,CDS,6385222,6386697,-,,,GntR family transcriptional regulator,,,YP_793906.1 ; WP_003142087.1,1476,492,53.4,8.46,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662494,PA14_71690,CDS,6386825,6387274,+,,,GNAT family acetyltransferase,,,YP_793907.1 ; WP_003142089.1,450,150,17,6.23,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662496,PA14_71700,CDS,6387283,6387957,+,,,GNAT family acetyltransferase,,,YP_793908.1 ; WP_003142091.1,675,225,25.6,8.45,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662498,PA14_71710,CDS,6387982,6389235,-,mtr,,tryptophan permease,,,YP_793909.1 ; WP_003096841.1,1254,418,44.7,9.64,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662500,PA14_71720,CDS,6389416,6391239,-,,,pyruvate carboxylase subunit B,,,YP_793910.1 ; WP_003142094.1,1824,608,66.1,5.67,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662502,PA14_71740,CDS,6391255,6392670,-,,,pyruvate carboxylase subunit A,,,YP_793911.1 ; WP_003096848.1,1416,472,51.8,6.59,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662504,PA14_71750,CDS,6392884,6393819,+,,,LysR family transcriptional regulator,,,YP_793912.1 ; WP_003142096.1,936,312,34.7,8,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662506,PA14_71760,CDS,6393773,6393988,-,,,hypothetical protein,,,YP_793913.1 ; WP_003105559.1,216,72,8.4,10.41,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662508,PA14_71780,CDS,6394095,6394976,-,,,RpiR family transcriptional regulator,,,YP_793914.1 ; WP_003096857.1,882,294,31.6,7.22,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662510,PA14_71800,CDS,6395062,6396528,+,,,glucose-6-phosphate 1-dehydrogenase,,,YP_793915.1 ; WP_003096859.1,1467,489,54.6,7.16,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662512,PA14_71820,CDS,6396609,6398003,+,,,peptidase,,,YP_793916.1 ; WP_003142098.1,1395,465,51.8,6.66,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662514,PA14_71830,CDS,6397997,6398788,-,,,hypothetical protein,,,YP_793917.1 ; ,792,264,30186.5,10.32,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662516,PA14_71840,CDS,6398719,6400920,-,,,hypothetical protein,,,YP_793918.1 ; WP_003142100.1,2202,734,79.9,4.62,Outer Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662518,PA14_71850,CDS,6400979,6403831,-,,,hypothetical protein,,,YP_793919.1 ; WP_003142102.1,2853,951,106.3,7.27,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662520,PA14_71870,CDS,6404008,6406194,+,uvrD,,DNA-dependent helicase II,,,YP_793920.1 ; WP_003142104.1,2187,729,81.6,5.67,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662522,PA14_71880,CDS,6406232,6406660,+,,,hypothetical protein,,,YP_793921.1 ; WP_003142106.1,429,143,15,10.81,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662524,PA14_71890,CDS,6406758,6408251,+,,,coenzyme A transferase,,,YP_793922.1 ; WP_003096875.1,1494,498,54,6.27,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662526,PA14_71900,CDS,6408629,6408832,+,,,hypothetical protein,,,YP_793923.1 ; WP_003096877.1,204,68,7.9,12.21,Unknown [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662528,PA14_71910,CDS,6408888,6410033,-,wbpZ,,glycosyltransferase WbpZ,,,YP_793924.1 ; WP_003142108.1,1146,382,43.4,8.99,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662530,PA14_71920,CDS,6410034,6411161,-,wbpY,,glycosyltransferase WbpY,,,YP_793925.1 ; WP_003102573.1,1128,376,42,8.59,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662532,PA14_71930,CDS,6411145,6412527,-,wbpX,,glycosyltransferase WbpX,,,YP_793926.1 ; WP_011666792.1,1383,461,52.4,7.03,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662534,PA14_71940,CDS,6412524,6413789,-,wzt,,ABC subunit of A-band LPS efflux transporter,,,YP_793927.1 ; WP_003142110.1,1266,422,47.2,6.15,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662536,PA14_71960,CDS,6413789,6414586,-,wzm,,membrane subunit of A-band LPS efflux transporter,,,YP_793928.1 ; WP_003096887.1,798,266,29.5,9.72,Cytoplasmic Membrane [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662538,PA14_71970,CDS,6414586,6416025,-,wbpW,,GDP-mannose pyrophosphorylase,,,YP_793929.1 ; WP_003096889.1,1440,480,52.6,6.33,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662540,PA14_71990,CDS,6416029,6417000,-,gmd,,"GDP-mannose 4,6-dehydratase",,,YP_793930.1 ; WP_003096890.1,972,324,36.4,6.53,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662542,PA14_72000,CDS,6416997,6417911,-,rmd,,oxidoreductase Rmd,,,YP_793931.1 ; WP_003096892.1,915,305,33.9,6.68,Cytoplasmic [Class 3]
20.1,GCF_000014625.1,chromosome,NC_008463.1,PGD1662544,PA14_72010,CDS,6418319,6419947,+,,,glycosyltransferase,,,YP_793932.1 ; WP_003142113.1,1629,543,61.1,4.86,Cytoplasmic [Class 3]
